Book,Line,Text
3,871,"Ìr kaip pékliszkas razbáininks músŭ gădýnę"
3,872,"Sù săwŏ mókslais wélniszkais sudúkı̆nă wìsą."
3,873,"Wógt, klastůt, iszplėszt ir sù gwóltù păsı̆sáwįt,"
3,874,"Szelmystès prămănýt, kekszáut bei Dëwą pănëkįt,"
3,875,"Ìr, kas dár daugiaùs yr' prámoniu, prămănýti,"
3,876,"Taì wisà wërà baisìngos músŭ gădýnės."
3,877,"Àk, katrùl jau czėsas músŭ nĕlábs nŭsı̆bástė!"
3,878,"Més Lëtùwninkai, pirm tó nĕpăżįdămı̆ swëtą,"
3,879,"Dìngojom wis, kàd tikt Szweìstĕrı̆s ir Prancúsas"
3,880,"Żmónės sù swĕtı̆maìs săwŏ mókslais mókă sŭpáiniot,"
3,881,"Ìr kad Wókëczei tikt wógt ir kéikt nĕsı̆gėdi."
3,882,"Ó sztai, tàrp Lëtùwninku taipjaù nŭsı̆důda,"
3,883,"Kàd lëtùwiszkas tuls smìrdas ìrgı̆ bĕdëwis"
3,884,"Lëtŭwăi ir Lëtùwninkams mums gėdą̆ pădáro."
3,885,"Àk Lëtùwninkai, szirdìngi mánŏ brŏlélei!"
3,886,"Bèn nĕsı̆lýgįkim aklëms szio swëtŏ bĕdëwëms,"
3,887,"Ìr n'atbókim, kàd į mùs żiurėdămı̆ blóznai"
3,888,"Szýpsos ìr glupùs sztukiùs prămănýdămı̆ jůkias."
3,889,"Taìgı̆ dăbàr asz jùs, kaip wërnas kláps pămŏkįdams,"
3,890,"Neì prancúsiszkay nei wókiszkay nĕpăgýriau;"
3,891,"Bèt tikt búriszkay, kaip draùgas júsŭ păżįstams,"
3,892,"Jùms tësióg păsăkiaù, kaip mán păsăkýt păsı̆táikė."
3,893,"Ànt, jau Mértyno nŭly̆dėjom dìdĕlĕ̜ szwèntę,"
3,894,"Ó Adpèntai sù Kalėdoms jaù prı̆sı̆ártin,"
3,895,"Weì, kaip ìsz wăkărú tamsiú rustáudămı̆ wėjai"
3,896,"Wėl jau į żëmiùs bei rýtus pràdĕdă tráuktis,"
3,897,"Ìr żëmós szalczùs pas mùs į Lëtŭwą̆ wáro."
3,898,"Àk, jau skùbįkı̆mės ben wéik stubàs păsı̆szìldyt,"
3,899,"Ìr găspădóriszkay stonès galwìjŭ păprówyt,"
3,900,"Kàd, mináu, nëks, neì parszùks turėts nĕsŭszáltu."
3,901,"Jùk këkwëns galwìjas, kàd jau ràndăsı̆ grůdas,"
3,902,"Músu rúpesczëms wërnëms păsı̆lëcawódams,"
3,903,"Ìr į sáujas músŭ żiŭrėdams, pászărŏ láukia."
3,904,"Důkim, bèt wis sù protù pădălýdămı̆ důkim;"
3,905,"Nės ateìsenczos źëmós ilgùmŏ nĕżìnom,"
3,906,"Ìr këk prësz szwentàs Welýkas lìks, nĕnŭmánom."
3,907,"Àr nĕ gĕraý, kad jaùwargìngay pérżë̆măwoję,"
3,908,"Gréczną̆ zŏpóstėlį mums dár păsı̆lìkŭsį̆ mátom?"
3,909,"Nùgı̆ dăbàr, jau skìrkı̆mė̆s ìr wapėtı̆ păliáukim!"
3,910,"Ó Dëwĕ důk mums, kàd, szwentès wisàs nŭly̆dėję"
3,911,"Irgı̆ sŭláukę naùjmĕtį beì szwentaý păsı̆dzaùgę,"
3,912,"Wėl sŭsı̆kwëstumbim, kaimýniszkay păsı̆swéikįt."
4,1,"Ànt żëmós narsaì jau wėl rustáudămı̆ grįszta,"
4,2,"Ìr sziaurýs păsı̆sziáuszęs wėl mus àtlĕkiă gàndįt."
4,3,"Weì, kaip ànt ĕżĕrú wisùr langaì păsı̆dáro,"
4,4,"Lýgey kaìp antaý stiklórius įdĕdă stìklą."
4,5,"Taìpgı̆ nămaì żuwiú, kur wàrlės wásărą̆ szwèntė,"
4,6,"Dėl barniú żëmós nei sù szarwaìs ŭssı̆dèngia,"
4,7,"Ìr tamsój mëgót këkwëną gýwů̆lį̆ siùncza."
4,8,"Ànt, laukùs żëmýs jau taìp nugàndı̆nŏ bárdams,"
4,9,"Kàd ir bálos ir klampýnės pràdĕdă raùktis,"
4,10,"Ìr purwýnai jú teszkėt ir szliùrpt păsı̆liáuja."
4,11,"Kélias, kàd jį mėgı̆nă trènkt szŏkı̆nėdămı̆ rátai,"
4,12,"Neì koks búbnas įtemptas dėl pászălŏ trìnka,"
4,13,"Taìp kad gàrsas jó tolì galwój ătsı̆lëpia."
4,14,"Taìpgı̆ dăbàr jau wėl swëts swéikįt pràdĕdă żëmą."
4,15,"Àk, jau bèn ir reìk'; Kalėdu dìdĕlė̆ szwèntė"
4,16,"Ártı̆năs ir Atpèntai nór porýt păsı̆baìgti."
4,17,"Rùdĕnı̆s, àns dramblýs, perdaùg nemàndăgĕy drėbdams"
4,18,"Ìr bĕsı̆wóliodams purwůs', mus wárgı̆nŏ skaùdzey."
4,19,"Kóżnas į klumpès ir į wyżàs į̆sı̆nérdams"
4,20,"Kóliojo jo dárbus ìr jo mádărą̆ skýstą."
4,21,"Bèt ir pónai, su szulnaìs skraidýdămı̆ żìrgais,"
4,22,"Ìr su póniszkais kasdën wëszėdămı̆ rėdais,"
4,23,"Bèteszkant purwáms, neszwánkų rùdĕnį̆ peìkė."
4,24,"Tódėl į żëmiùs wisì żiurėdămı̆ żmónės"
4,25,"Ìr sausós żëmós dideýgı̆ bĕláukdămı̆ skùndės."
4,26,"Taìp wisëms bĕdĕjůjant, sztaì, pażárs păsı̆dárė,"
4,27,"Ìr tů żëmiszkay wisùr plesdéndămı̆ wėjai"
4,28,"Dárgănăs į pëtùs, kur gàndras mëgtı̆, nŭbaìdė."
4,29,"Ìsz dĕbĕsú żëmà potám iszkìszŭsı̆ gálwą"
4,30,"Neì pikczùrnă kŏkià su szúdais rùdĕniŏ bárės,"
4,31,"Ìr su szàlczeis jó szlapiùs nudégı̆nŏ dárbus,"
4,32,"Ìk ji jaù potám, rudèns iszkópŭsı̆ szúdus,"
4,33,"Ànt wisú baisiú klampýniu kélią̆ pădárė,"
4,34,"Ìr su rógėms wėl skraidýt ir czůżt pămŏkìno."
4,35,"Taipgı̆ dăbàr, kur més pirm tó pawásărį̆ lìnksmą"
4,36,"Szwèntėm ir żŏlĕlès jo márgas sáw nŭsı̆kýnėm,"
4,37,"Ó paskùy dzaugsmùs sziltùs su wásără baìgėm,"
4,38,"Tén pusnýnai sù baltaìs kalnaìs păsı̆dárė,"
4,39,"Ìr żëmà saw żëmiszkas kwëtkàs nŭsı̆pýnė."
4,40,"Tìkt dywaì żiurėt, kaipó barzdótı̆ pŭszýnai"
4,41,"Sù săwŏ kůdais gárbănŏtais wisùr păsı̆ródo,"
4,42,"Ìr nei púdĕrů̆ti ponáczei stów į̆sı̆rėmę."
4,43,"Bèt kitì nůgì żăgăraì tarp jú păsı̆lènkę,"
4,44,"Búriszkay po stógais jú stowėdămı̆ dréba"
4,45,"Ìr raudódămı̆ klóniojas, kad szwìlpı̆nă wėjai."
4,46,"Bèt ir kérplėszos ir jú kelmai nŭsı̆gąsta,"
4,47,"Kàd smarkùs żëmýs săwŏ dùmples pràdĕdă jùdįt,"
4,48,"Ìr bĕsı̆jódams neì su sëtais dùlkı̆nă snëgą."
4,49,"Taìpgı̆ dăbàr wisì păsı̆slėpė gýwů̆lĕi gìriu."
4,50,"Wėtroms wėl bĕrŭstáujant ìr sŭmı̆szaý bĕsı̆piáujant,"
4,51,"Czè wëns ùrwoj, sáw sziltaý, kaip gál, į̆sı̆gúsztęs,"
4,52,"Ó kitsaì tenaý ant wìrbo tùpı̆ bĕsnáusdams."
4,53,"Taip, pauksztélei mëli, jùms, taip mùms păsı̆dárė,"
4,54,"Ìr taip jùs, kaip mùs baugìn braszkėdămı̆ szàlczei."
4,55,"Jùs żëmós smarkùms į száltą gìrĕ̜ nŭbaìdė,"
4,56,"Ó mus jis bĕsı̆pùrtįdams į stùbą̆ sŭwárė,"
4,57,"Ìr păsı̆szìldyt nùsiuntė pas kákălį̆ mëlą."
4,58,"Júsŭ nămaì szaltì, kur jús mëgódămı̆ krànkiat,"
4,59,"Jùs negál użstót, kad jùs iszgàndı̆nă szàlczei."
4,60,"Més, kad mùs żëmýs perdaùg użkìbı̆nă grùmzdams,"
4,61,"Tů kytreý păsı̆slėpt į szìltą pászălį lèndam,"
4,62,"Ìr tykàm kampè żëmós n'atbódămı̆ kèrszto,"
4,63,"Sáw, tikraý suszìlt, karsztóką wìrălą̆ srébiam."
4,64,"Àk jus wargdënėlei, jús nůgı̆ năbăgėlei,"
4,65,"Àr but' szìlts ar szálts, ar kìts koks dýwį̆năs óras,"
4,66,"Rúbais wìs wënaìs ir taìs paczeìs ŭssı̆dèngiat."
4,67,"Més, kad sáulė mùms perdaùgel nùgărą̆ kaìtin,"
4,68,"Tů trı̆ny̆czùs ar kóbotus wësiùs ŭssı̆máujam,"
4,69,"Ó kad jaù perdaùg żëmys mus pràdĕdă dówyt,"
4,70,"Sztaì, tůjaùs wilnóną sáw ir káilı̆niŭs ìmam,"
4,71,"Àr, tikraý suszìlt, į szìltą pátălą̆ kópam."
4,72,"Taìp bĕdŭmójant mán, wilkaì gaujóms sŭsı̆bėgo"
4,73,"Ìr, kaip prátę ýr', tamsój trălăláudămı̆ staùgė."
4,74,"Àk jus nèprë̆tĕlĕi, ar jaù mėsós păsı̆gèndat?"
4,75,"Àr jau wėl skilwýj jums pástninkai păsı̆dárė?"
4,76,"Eìksz, sziaurý baisùs, iszklėstyk nùgărą̆ blóznu!"
4,77,"Baùsk, prispaùsk su szàlczeis jůs, kad glódă jŭ bútu!"
4,78,"Jùk baisù żiurėt, kaip jë kas wásărą̆ mëlą"
4,79,"Nei mĕsı̆nìnkai pèr laukùs bĕgı̆nėdămı̆ smáugia."
4,80,"Ó kad jë păgı̆rýj użpůla kaìmĕnĕ̜ lìnksmą,"
4,81,"Taì nĕsı̆rúpin, àr lësà ar tùkŭsı̆ kiaùlė,"
4,82,"Ìrgı̆ nĕgaìles, kàd kokį kuiliùką sŭėda;"
4,83,"Bèt ir kùilį dìdĕlį̆ jë parplėszt nĕsı̆bìjo."
4,84,"Taìp të nèprë̆tĕlei, kiaulënos jaù prı̆sı̆ėdę,"
4,85,"Dár nĕsı̆sótin, bèt ir jáutënos ŭssı̆geìdę"
4,86,"Taìp berżdàs kaip ìr werszìngas pàmŭsză kárwes."
4,87,"Ó ir taì nĕ gănà: jë wìs daugiaùs ı̆ssı̆żióję"
4,88,"Jaù ir jaúczu szészergiu parplėszt nĕsı̆bìjo."
4,89,"Aì, këk márgiu, këk dwyliú jë swëtĕ sŭėda!"
4,90,"Żálį sù laukiù kytrù bei bìngŭsį̆ kérszį"
4,91,"Kàrtais, į laukùs nŭsı̆bástę, pràdĕdă gàndįt."
4,92,"Bèt ir jůdo jë daugsyk n'atbódămı̆ bùliaus"
4,93,"Plėszyt ìr mėsós prı̆sı̆ėst į kaìmĕnĕ̜ szóka."
4,94,"Kèrdzaus ìr pë̆mĕnú, kad jůs ulůdămı̆ baìdo,"
4,95,"Kàrtais taìp n'atbój, kad wós į págı̆rį̆ tráukias,"
4,96,"Ìr nŭsı̆nészę ką, tůjaus tikt ėdă tı̆kt ėda."
4,97,"Àk żëmý, żëmý; sŭsı̆mìlk, pădărýk mums prówą!"
4,98,"Jùk ne daùgio reìk', sztai, jaù galwìjŭ nĕtèksim,"
4,99,"Ó potám dar mùs paczùs su gìmı̆nĕ músu,"
4,100,"Mótĕrĕs ìr waikùs wilkaì mė̆sı̆nėt păsı̆drąsįs."
4,101,"Ó jus ëgėrės mikįti, jús lë̆sı̆nìnkai,"
4,102,"Kám neszáudot, ką waldónai pàlë̆pė̆ száudyt?"
4,103,"Argı̆ nĕżìnot, kàd nei wëns mălŏnìngs karálius"
4,104,"Jůs użmùszt ir iszgaiszįt żmonėms nĕpăwýdi?"
4,105,"Àr dykaý jis jùms kulkàs bei párăką̆ dáwė?"
4,106,"Ó dėl kó wartùs kytrùs pas gìrĕ̜ păstátė,"
4,107,"Ìr, linksmaý gywént, jëms úbą prìmŭszė̆ laùko?"
4,108,"Eì këksýk į szìlą wógt nŭwăżiůdămı̆ búrai"
4,109,"Sù kăszĕlè dŏwănót slaptóms jëms àtnĕsză kùmpį,"
4,110,"Ìr aklaý prı̆sı̆sùrbt su stůpoms prìpı̆lă gérklę!"
4,111,"Bèt tai wìs klastà; nės wàrts, taipó prı̆sı̆sùrbęs,"
4,112,"Jaù potám ir prìsëgos atmįt ŭssı̆mìrszta,"
4,113,"Ó taip, jám bekápănŏjant, klastůdămı̆ wágys"
4,114,"Lëpas ùszdraustas, puszìs ir drútmĕdį̆ wágia,"
4,115,"Àr, nŭsı̆szówę sù grëkaìs, saw párwĕżă brëdį,"
4,116,"Ìrgı̆ nămėj slaptà mė̆sı̆nėdămı̆ jůkiăsı̆ szèlmei."
4,117,"Róds, tărė̆ Prìczkus, sù tăbăkù burùs păwı̆tódams"
4,118,"Ìr, kaip búdas jó, żnairióms į Kùbą̆ żiŭrėdams,"
4,119,"Róds jŭsŭ mýlýsta jau pátys tëk ı̆ssı̆mánot,"
4,120,"Kàd klastůt ir wógt wërnëms neprìdĕră klápams."
4,121,"Àsz, szaltýszius, àsz, mokįto Blèbĕriŏ żéntas,"
4,122,"Daùg klastú tarp jús' nŭmăniaù, į baùdzăwą̆ jódams."
4,123,"Staì, ben wëną tìkt żodélį jùms păsăkýsiu."
4,124,"Túls tarp jús', mănŏ sėbrai, wós į baùdzăwą̆ slènka,"
4,125,"Ìr, ătsı̆wìlkęs, kàd reik' sùktis, wós rė̆plı̆nėja."
4,126,"Wëns, stowėdams ìr wis szén ir tén żiŏplı̆nėdams,"
4,127,"Pásăkăs ìr nëkùs wisókius ùżnĕsză draùgui,"
4,128,"Ó kitsaì tikt wìs į pýpkį kèmsză tăbáką,"
4,129,"Àr użdègt ugnës į pìntį skìliă wė̆psódams;"
4,130,"Ó wėl kìts ką wógt slaptóms į pászălį̆ tráukias,"
4,131,"Ìr kăszĕlès kitú draugú kytreý sŭmĕdzójęs,"
4,132,"Kaìp koks szů smarkùs păkăwótus trùpŭczŭs ėda,"
4,133,"Ìr kitëms baudzáuninkams tikt gėdą pădáro."
4,134,"Kàd koks lénkiszkas ar żýdiszkas bălămútas"
4,135,"Taìp neswëtiszkay klastůt ir wógt ŭssı̆máno,"
4,136,"Àr, kad Wókëtis koks, wókiszkay pămė̆lůdams,"
4,137,"Taìp ponùs kaip ìr burùs apgáut păsı̆drąsin,"
4,138,"Taì nĕsı̆dýwyju, nes jëms toks prìgı̆mė̆ búdas."
4,139,"Àlĕ ką̆ mìslyjat, kad tóks tuls ràndăsı̆ smìrdas,"
4,140,"Kùrs lëtùwiszkay kalbėdams pràdĕdă brányt,"
4,141,"Ìr wisaý n'atbój, kad Krìzas Krìzą̆ prı̆gáuna?"
4,142,"Àk dywaì, kad jaù dėl mús' wërni lë̆sı̆nìnkai"
4,143,"Sù wërnaìs wartaìs wisùr dusáudămı̆ skùndzas."
4,144,"Jùk baisù klausýt, kad, ànt czesniú sŭsı̆bėgę"
4,145,"Ìr brangwýno búriszkay prı̆sı̆rìję búrai"
4,146,"Kìts kitám klastàs ir szelmystès păsı̆żįsta,"
4,147,"Ìr isz sáwŏ grë̆kú sunkiú szutkàs păsı̆dáro."
4,148,"Wëns, apbrányjęs lë̆sı̆nìnką, gìriăsı̆ szèlmis,"
4,149,"Ó kitsaì, wartùs prı̆wı̆liójęs, jůkiăsı̆ smìrdas."
4,150,"Szìs, akìs ŭssı̆pýlęs ìr dukiù swy̆rı̆nėdams,"
4,151,"Ó ansaì, isz wìso jaù po sůlŭ nŭpůlęs"
4,152,"Ìr kŏnĕ mérdėdams, dar búru gìriă wăgýstę."
4,153,"Àk tu szwènts Dëwè, kokiągı̆ gădýnĕ̜ sŭláukėm!"
4,154,"Àk kokiós tamsýbės jaù apjékı̆nŏ swëtą!"
4,155,"Póns ir tàrnas jó peklón tikt bėgă tı̆kt bėga."
4,156,"Dëwą wëns nëkù laikýdams jůkiăsı̆ szèlmis,"
4,157,"Ó kitsaì, kad jám įtìktu, nëkı̆nă Dëwą."
4,158,"Túls, krůpàs nĕdărýtas ìr wos pásŭkăs ėsdams,"
4,159,"Pó wargú nasztà kasdën waitójă păkùmpęs;"
4,160,"Ó dar ìr toksaì utėlius jůkiăsı̆ Dëwui!"
4,161,"Skùndzas nèprë̆tĕlius, kad pónai wárgı̆nă swëtą,"
4,162,"Ìr kad búrams jë păskŭtìnį lászı̆nă kraùją;"
4,163,"Ó taczaùs linksmaý nŭsı̆pèszt į kàrczĕmą̆ bėga,"
4,164,"Taìp kad pánĕdė̆lyj dar krápszto krùwı̆ną̆ snùkį."
4,165,"Àk, tărė̆ jám Enskýs, pas kúmą Krìzą̆ sė̆dėdams,"
4,166,"Prìczkau, tù perdaùg jau mús' isznëkı̆nı̆ búdą;"
4,167,"Ó dėl kó tu taìp Lëtùwninką năbăgėlį"
4,168,"Iszdarkaì, jo szelmystès wisàs păsăkýdams?"
4,169,"Àr nĕdăbójei, kàd wisì taip èlgiăsı̆ búrai?"
4,170,"Szwėds, Maskólius, Lénks ir Żýds kitaìp nĕpădáro,"
4,171,"Ó or Wókëtis, Prancúzui wùy păsăkýdams,"
4,172,"Taìp kaip tìkras kóks Prancúzas mókă prı̆gáuti."
4,173,"Jùk ir tù, gaidaù, szaltýszium dár nĕpăstójęs,"
4,174,"Sù kitaìs draugaìs linksmaý mokėdăwăi èlgtis."
4,175,"Eì këksýk, sŭ mŭmìs tamsój į gìrĕ̜ nŭczůżęs,"
4,176,"Pádăry̆nėms, kaip més, wisókius wógdăwăi ůsius!"
4,177,"Àlĕ bĕjè tu wìs kytreý prı̆sı̆wogtı̆ mŏkėjei;"
4,178,"Tódėl ìr wartaì tăwĕ̜ dár në̆kădós nĕnŭtwėrė."
4,179,"Ó sztai, mùs năbăgùs glupùs - tikt gėdă săkýti -"
4,180,"Jaù tëksýk ir taip asztreý lë̆sı̆nìnks kŏrăwójo,"
4,181,"Kàd, man dìng, klastůt ir wógt jau reìks păsı̆liáuti."
4,182,"Róds, tărė̆ Sèlmas, neì vënám klastůt nĕpăreìtis,"
4,183,"Ó Lëtùwninkams dar jů daugiaùs nĕprı̆tìnka."
4,184,"Żìnot jùk wisì, kaip kóżnas Lëtŭwą̆ gìria,"
4,185,"Ìr kaip daùg swĕtı̆mú żmoniú, kad mùs pămătýtu,"
4,186,"Ìsz wisú kampú szio swëto jaù sŭsı̆bėgo."
4,187,"Nè tikt Wókëczei wisóki, mùs păżiŭrėti,"
4,188,"Bèt ir daùg Prancúzu mùs mylėt sŭsı̆rìnko;"
4,189,"Taìp kad ìr lëtùwiszkay kalbėdămı̆ wálgo,"
4,190,"Ìr jau rúbais mús', kaip més, wilkėtı̆ păgáwo;"
4,191,"Tìkt margú margìniu dár nesziótı̆ nĕdrįsta."
4,192,"Taìgı̆ pămèskim jaù tokį netìkŭsį̆ búdą,"
4,193,"Ó wërnaý wisùr ir wëżlibay păsı̆èlgkim,"
4,194,"Taìp jau ìr swëtı̆mì mus búrai gìrt nĕsı̆gėdės."
4,195,"Jùk mums Dëwë asztreý, kaip żìnom, zókăną̆ důdams,"
4,196,"Draùdęs ýr' klastàs wisàs ir wìsą̆ wăgýstę,"
4,197,"Ìr nei szeìp nei taìp prigáut mums nèdăwė̆ wálę."
4,198,"Kàd Doczýs ar Jóns Mikólui pàwăgiă stùngį,"
4,199,"Àr kad Jékė, ką newëżlibay pănŏrėjus',"
4,200,"Sù klastà slaptóms Katrýnos àtı̆mă ráżą,"
4,201,"Taì jau dìdis grëks; né, taìp ŭssı̆geìstı̆ nĕtìnka."
4,202,"Eì kas taì per grëks, kad kàrtais dìdĕlį̆ rąstą"
4,203,"Szìs ar tàs ar àns păsı̆kìrtęs pràdĕdă skáldyt,"
4,204,"Àr kad áużůlus szulnùs durnaý sŭkăpójęs"
4,205,"Důną kèpt ar ką dzowįt, į kákălį̆ kìsza!"
4,206,"Àr nebút' ir kéras kóks tam reìkălŭi tìkras,"
4,207,"Àr kulélis ìsz żăgărú sausù pădărýtas?"
4,208,"Jaùgı̆ gănà, kaimýnai, Prìczkus szaùkti păgáwo,"
4,209,"Kàs kriwúlei reìk', iszmánomay păsı̆sákėm;"
4,210,"Bèt, kas zëmai dár reikės, trumpaý păsăkýkim."
4,211,"Żìnot, kad ugnìs, kurę mes skìldămı̆ dárom,"
4,212,"Daùg naudós ir daùg iszkádu gál pădărýti."
4,213,"Kàd, păsı̆kúręs ję, kukliùs ar sziùpı̆nį̆ wérdi,"
4,214,"Àr kad kèpdams ką gardzeý, pas kámı̆ną̆ sėdi,"
4,215,"Taì taw isz drutú minksztì păsı̆dáro kąsnei."
4,216,"Eì koktù duszélei; kàd dideý prı̆sı̆wàrgęs"
4,217,"Sùsnigts àrgı̆ sŭlýts pas sziltą kákălį̆ tráukës,"
4,218,"Ìr, mylėdams jį, pămăżì jau pràdĕdı̆ snáusti."
4,219,"Àr nĕ gĕraý, kad Dëws ugnélę mùms dŏwănójo?"
4,220,"Bèt ir málkos reìk', kad nóri stùbą̆ păszìldyt,"
4,221,"Àr kad kókį sáw prı̆sı̆kaìtęs szùtı̆nı̆ půdą."
4,222,"Mìslyk tìkt, kas bút' isz mús', kad wìrt ŭssı̆geìdę,"
4,223,"Kàs mums reìk', nei szió nei tó neràstŭmĕ swëte."
4,224,"Taì jau kiaùliszkus reikėtu jówălŭs ėsti."
4,225,"Ógı̆ ką weìktumbim, kad kůczės, pérszălĕ̜ smàrkey,"
4,226,"Úżkăkălės sziltós neràstumbim păsı̆slėpti,"
4,227,"Bèt nei żwėrys ànt laukú bė̆gı̆nėdămı̆ wàrgtum?"
4,228,"Taìgı̆ nĕwéngk, żmogaù, kassýk, kad wìrălą̆ wérdi,"
4,229,"Àr kad szìldytis kytreý pas kákălį̆ tìmsai,"
4,230,"Tám dė̆kăwót, kurs ùgnį táw ir szìlŭmą̆ dáwė."
4,231,"Àlĕ nĕpýkit, kàd asz jùms, kaip půlăsı̆ szùlcui,"
4,232,"Dárgı̆ dăugiaùs, kas reìk', trumpù żodzù păsăkýsiu."
4,233,"Tàs ugnës skaistùms, kursaì mums żìbı̆nă stùbą,"
4,234,"Ìr, kad wérdam ką, walgiùs iszszùtı̆nă půde,"
4,235,"Àr żëmós czėsè, kad reìk', mums kákălį̆ szìldo,"
4,236,"Tà lëpsnà, klausýkit tìkt, kad més nĕdăbójam,"
4,237,"Daùg, ak, daùg iszkádu gál umaý pădărýti,"
4,238,"Taìp kad jós smarkùms, tamsój păsı̆kėlęs,"
4,239,"Nè tiktaý mŭsŭ búriszkas sudégı̆nă szėtras,"
4,240,"Bèt ir póniszkus butùs suplészkı̆nă greìtay."
4,241,"Jùk girdėjot, kaìp dusýk puikiám Kărăliáuczui"
4,242,"Dėl raspústos ir sunkiú grëkú păsı̆dárė."
4,243,"Àrgı̆ nĕmátėte jau daùg tokiú năbăgėliu"
4,244,"Ùbăgăis eìnanczu, kuriùs suszùtı̆nŏ lëpsnos?"
4,245,"Túls isz jú saw pàts, be próto kákălį̆ kùrdams,"
4,246,"Ó kits, táukus spìrgįdams, suswìlı̆nŏ námą."
4,247,"Ó këk sýkiu glúps ir nůpertas săwŏwálninks,"
4,248,"Pýpkį sáw ŭssı̆dégęs, tàrp szaudú nŭsı̆básto,"
4,249,"Ìr, żėlėk Dëwè, taipó suplészkı̆nă këmă,"
4,250,"Kàd isz wìso tìkt wos gáls tworós păsı̆lëkti."
4,251,"Taìp paskùy toks nèprë̆tĕlius, iszkádą̆ pădáręs,"
4,252,"Ìr nei kóks baisùs razbáininks swëtĕ nĕrìmdams,"
4,253,"Jaù păsı̆slept ir szén ir tén tikt bėgă tı̆kt bėga."
4,254,"Taìgı̆ dăbàr by̆lı̆nėk su jům, taip ùbăgŭ tápęs."
4,255,"Àrgı̆ nĕtýrėte, kaip músu mýlı̆mą̆ Krìzą"
4,256,"Pérnay nèprë̆tĕlius Doczýs suswìlı̆nŏ wìsą?"
4,257,"Tàs szirdìngs żmogùs, kaimýnu músŭ bĕbúdams,"
4,258,"Kóżną wìs lëtùwiszkay mylėdăwŏ sėbrą."
4,259,"Ýpăczĕy ìr labiaùs szeimýną jìs săwŏ mëlą"
4,260,"Kaìp săwĕ̜ pátį czėdydams mylėt nĕpătìngo."
4,261,"Dárbą neì wënám jisai n'użdėdăwŏ sùnkų,"
4,262,"Ó prı̆sı̆dìrbus këkwënám, kaip reìk' găspădóriui,"
4,263,"Wìs gardzeý keptùs ir wìrtus důdăwŏ kąsnius."
4,264,"Tìkt dywaì klausýt, kad Laùras, mús' păkămórė,"
4,265,"Krìzo kélnores ir kùknę pràdĕdă gárbįt."
4,266,"Tó żmogaùs nănĕliùs Doczýs, kaip jaù pămı̆nėjau,"
4,267,"Pýpki sáw ŭssı̆dégęsir kirmýt nŭsı̆bástęs,"
4,268,"Náktyj prësz gaidzùs taipó suplészkı̆nŏ pérnay,"
4,269,"Kàd isz námo jó wos kůlas wëns păsı̆lìko."
4,270,"Àk mănŏ kaimynùczei, àk szirdìngı̆ brŏlélei!"
4,271,"Àsz dėl Dëwo jùs meldzù, n'użmìrszkı̆tĕ Krìzo;"
4,272,"Ìr kad jùms jisaì păsı̆klónios, ùbăgăis eìdams,"
4,273,"Bèn nĕpădýwykit jam, jó pămătýdamı̆ skrándą,"
4,274,"Ìr kad jìs Tėwĕmús' skaitýs, nebárkı̆tĕ bėdzų,"
4,275,"Nės kas náktyj jám, żėlėk Dëwè, păsı̆dárė,"
4,276,"Taì mums pèr pëtùs kasdën dar gál nŭsı̆důti,"
4,277,"Kàd mes kaìp tuls Wókëtis, prastódămı̆ Dëwą,"
4,278,"Szelmystès pădărýt, klastůt ir wógt nĕsı̆liáusim."
4,279,"Taigı̆ mŏkįkis, mëls żmogaù, czėsù păsı̆rúpį̆t,"
4,280,"Kaìp żë̆măwójant táw reikės kasdën păsı̆èlgtis."
4,281,"Szálant bè sziltós stubós iszbút nĕgălėsi,"
4,282,"Ó szaltós kurszólės srėbt ir sùrbt nĕnŏrėsi."
4,283,"Tódėl tánkey táw reikės ugnës prăsı̆skìlti,"
4,284,"Ìr ąsůczų ànt ugnéwëtės păstătýti."
4,285,"Tìkt, mináu, saugókis, kàd saw kákălį̆ kùrdams"
4,286,"Ìr păsı̆kèpdams ką bei skánų wìrălą̆ wìrdams,"
4,287,"Neì săwĕ̜ pátį neì kitùs draugùs nĕpăżeìsi."
4,288,"Jùk girdėjei, kaìp Doczýs, ansai săwăwálninks,"
4,289,"Krìzui négandas, wargùs ir gėdą̆ pădárė."
4,290,"Tódėl nemirszėk kasdën į kámı̆ną̆ żwìlgtert"
4,291,"Ìr kytreý krapsztýt, kad sůdzu kàs păsı̆dárė."
4,292,"Ó stubój nĕ wălè sukráut ant kákăliŏ skëdras."
4,293,"Szùksztu czè dzowįt ar dzáut ben págălį̆ wëną."
4,294,"Żìnot jùk wisì, kokį mes ùrdĕlį̆ tùrim,"
4,295,"Ìr kaip wyriausýbė tą ketìnă păkárti,"
4,296,"Kùrs kaip këtsprandis szaltýsziaus żódį̆ pănëkįs."
4,297,"Bèt ir taì nĕ gĕraý, kad kàrtais kó păsı̆gédęs"
4,298,"Náktyj į tamsiùs kampùs su żìbŭriŭ kópi,"
4,299,"Àr ant waìkpălăikiu, kaip tėwui reìk', nĕdăbóji."
4,300,"Prìczkui taìp szaltýsziszkay burùs bĕmŏkìnant,"
4,301,"Sztaì, ant úlyczos toksaì păsı̆dárė szúwis,"
4,302,"Kàd ir żémė sù wisaìs daiktaìs pădrĕbėjo,"
4,303,"Ó stubój langaì naujeý taisýtı̆ sŭdrìsko."
